"project","river","date","ID","parameter","flag","unit","value","depth"
"PARTNERS","Kolyma","2005-08-14","","Cl","AV","mg/L","0.1","0"
"PARTNERS","Kolyma","2005-08-14","","Discharge","AV","m3/sec","6540","0"
"PARTNERS","Kolyma","2005-08-14","","DOC","AV","mg/L","6.2","0"
"PARTNERS","Kolyma","2005-08-14","","DOC-13C","AV","per mil","-27.3","0"
"PARTNERS","Kolyma","2005-08-14","","DOC-14C","AV","per mil","49.9","0"
"PARTNERS","Kolyma","2005-08-14","","H2O-18O","AV","per mil","-21.3","0"
"PARTNERS","Kolyma","2005-08-14","","H2O-2H","AV","per mil","-164","0"
"PARTNERS","Kolyma","2005-08-14","","K","AV","mg/L","0.41","0"
"PARTNERS","Kolyma","2005-08-14","","Mg","AV","mg/L","2.7","0"
"PARTNERS","Kolyma","2005-08-14","","Na","AV","mg/L","1.4","0"
"PARTNERS","Kolyma","2005-08-14","","NH4","AV","ug/L as N","8","0"
"PARTNERS","Kolyma","2005-08-14","","NO3","AV","ug/L as N","31","0"
"PARTNERS","Kolyma","2005-08-14","","pH","AV","std units","7.5","0"
"PARTNERS","Kolyma","2005-08-14","","PN","AV","ug/L","280","0"
"PARTNERS","Kolyma","2005-08-14","","PN-15N","AV","per mil","5.2","0"
"PARTNERS","Kolyma","2005-08-14","","POC","AV","mg/L","1.27","0"
"PARTNERS","Kolyma","2005-08-14","","POC-13C","AV","per mil","-27.3","0"
"PARTNERS","Kolyma","2005-08-14","","POC-14C","AV","per mil","-574","0"
"PARTNERS","Kolyma","2005-08-14","","POC-fm","AV","NA","0.429","0"
"PARTNERS","Kolyma","2005-08-14","","SiO2","AV","mg/L","4.9","0"
"PARTNERS","Kolyma","2005-08-14","","SO4","AV","mg/L as S","3.1","0"
"PARTNERS","Kolyma","2005-08-14","","TDN","AV","mg/L","0.17","0"
"PARTNERS","Kolyma","2005-08-14","","Temperature","AV","deg C","13.7","0"
"PARTNERS","Kolyma","2005-08-14","","TSS","AV","mg/L","55.3","0"
"PARTNERS","Kolyma","2005-08-27","","Alkalinity","CAU","mg CaCO3/L","42.1","0"
"PARTNERS","Kolyma","2005-08-27","","Ca","AV","mg/L","9.5","0"
"PARTNERS","Kolyma","2005-08-27","","Cl","AV","mg/L","0.2","0"
"PARTNERS","Kolyma","2005-08-27","","Discharge","AV","m3/sec","8680","0"
"PARTNERS","Kolyma","2005-08-27","","DOC","AV","mg/L","8.1","0"
"PARTNERS","Kolyma","2005-08-27","","DOC-13C","AV","per mil","-27.5","0"
"PARTNERS","Kolyma","2005-08-27","","DOC-14C","AV","per mil","73.5","0"
"PARTNERS","Kolyma","2005-08-27","","H2O-18O","AV","per mil","-21.1","0"
"PARTNERS","Kolyma","2005-08-27","","H2O-2H","AV","per mil","-162","0"
"PARTNERS","Kolyma","2005-08-27","","K","AV","mg/L","0.52","0"
"PARTNERS","Kolyma","2005-08-27","","Mg","AV","mg/L","1.9","0"
"PARTNERS","Kolyma","2005-08-27","","Na","AV","mg/L","1.6","0"
"PARTNERS","Kolyma","2005-08-27","","NH4","AV","ug/L as N","12","0"
"PARTNERS","Kolyma","2005-08-27","","NO3","AV","ug/L as N","39","0"
"PARTNERS","Kolyma","2005-08-27","","pH","AV","std units","7.7","0"
"PARTNERS","Kolyma","2005-08-27","","PN-15N","AV","per mil","6.2","0"
"PARTNERS","Kolyma","2005-08-27","","POC-13C","AV","per mil","-28.4","0"
"PARTNERS","Kolyma","2005-08-27","","POC-14C","AV","per mil","-526","0"
"PARTNERS","Kolyma","2005-08-27","","POC-fm","AV","NA","0.477","0"
"PARTNERS","Kolyma","2005-08-27","","SiO2","AV","mg/L","5.2","0"
"PARTNERS","Kolyma","2005-08-27","","SO4","AV","mg/L as S","2.5","0"
"PARTNERS","Kolyma","2005-08-27","","TDN","AV","mg/L","0.19","0"
"PARTNERS","Kolyma","2005-08-27","","Temperature","AV","deg C","12.8","0"
"PARTNERS","Kolyma","2005-08-27","","TSS","AV","mg/L","55.3","0"
"PARTNERS","Kolyma","2005-09-12","","Alkalinity","AV","mg CaCO3/L","27.4","0"
"PARTNERS","Kolyma","2005-09-12","","Ca","AV","mg/L","14.4","0"
"PARTNERS","Kolyma","2005-09-12","","Cl","AV","mg/L","0.2","0"
"PARTNERS","Kolyma","2005-09-12","","Discharge","AV","m3/sec","5860","0"
"PARTNERS","Kolyma","2005-09-12","","DOC","AV","mg/L","5.5","0"
"PARTNERS","Kolyma","2005-09-12","","DOC-13C","AV","per mil","-27.3","0"
"PARTNERS","Kolyma","2005-09-12","","DOC-14C","AV","per mil","40.5","0"
"PARTNERS","Kolyma","2005-09-12","","H2O-18O","AV","per mil","-20.7","0"
"PARTNERS","Kolyma","2005-09-12","","H2O-2H","AV","per mil","-162","0"
"PARTNERS","Kolyma","2005-09-12","","K","AV","mg/L","0.51","0"
"PARTNERS","Kolyma","2005-09-12","","Mg","AV","mg/L","2.7","0"
"PARTNERS","Kolyma","2005-09-12","","Na","AV","mg/L","1.8","0"
"PARTNERS","Kolyma","2005-09-12","","NH4","AV","ug/L as N","0","0"
"PARTNERS","Kolyma","2005-09-12","","NO3","AV","ug/L as N","48","0"
"PARTNERS","Kolyma","2005-09-12","","pH","AV","std units","7.4","0"
"PARTNERS","Kolyma","2005-09-12","","PN","AV","ug/L","113","0"
"PARTNERS","Kolyma","2005-09-12","","PN-15N","AV","per mil","3.7","0"
"PARTNERS","Kolyma","2005-09-12","","POC","AV","mg/L","0.57","0"
"PARTNERS","Kolyma","2005-09-12","","POC-13C","AV","per mil","-28.4","0"
"PARTNERS","Kolyma","2005-09-12","","POC-14C","AV","per mil","-497","0"
"PARTNERS","Kolyma","2005-09-12","","POC-fm","AV","NA","0.506","0"
"PARTNERS","Kolyma","2005-09-12","","SiO2","AV","mg/L","6.4","0"
"PARTNERS","Kolyma","2005-09-12","","SO4","AV","mg/L as S","4.4","0"
"PARTNERS","Kolyma","2005-09-12","","TDN","AV","mg/L","0.21","0"
"PARTNERS","Kolyma","2005-09-12","","Temperature","AV","deg C","8.9","0"
"PARTNERS","Kolyma","2005-09-12","","TSS","AV","mg/L","20","0"
"PARTNERS","Kolyma","2005-09-29","","Alkalinity","AV","mg CaCO3/L","27.8","0"
"PARTNERS","Kolyma","2005-09-29","","Ca","AV","mg/L","12.2","0"
"PARTNERS","Kolyma","2005-09-29","","Cl","AV","mg/L","0.2","0"
"PARTNERS","Kolyma","2005-09-29","","Discharge","AV","m3/sec","2940","0"
"PARTNERS","Kolyma","2005-09-29","","DOC","AV","mg/L","6.6","0"
"PARTNERS","Kolyma","2005-09-29","","DOC-13C","AV","per mil","-24.2","0"
"PARTNERS","Kolyma","2005-09-29","","DOC-14C","AV","per mil","-14.6","0"
"PARTNERS","Kolyma","2005-09-29","","H2O-18O","AV","per mil","-20.6","0"
"PARTNERS","Kolyma","2005-09-29","","H2O-2H","AV","per mil","-161","0"
"PARTNERS","Kolyma","2005-09-29","","K","AV","mg/L","0.45","0"
"PARTNERS","Kolyma","2005-09-29","","Mg","AV","mg/L","3","0"
"PARTNERS","Kolyma","2005-09-29","","Na","AV","mg/L","1.9","0"
"PARTNERS","Kolyma","2005-09-29","","NH4","AV","ug/L as N","0","0"
"PARTNERS","Kolyma","2005-09-29","","NO3","AV","ug/L as N","36","0"
"PARTNERS","Kolyma","2005-09-29","","pH","AV","std units","7.5","0"
"PARTNERS","Kolyma","2005-09-29","","PN","AV","ug/L","88","0"
"PARTNERS","Kolyma","2005-09-29","","PN-15N","AV","per mil","3.8","0"
"PARTNERS","Kolyma","2005-09-29","","POC","AV","mg/L","0.45","0"
"PARTNERS","Kolyma","2005-09-29","","POC-13C","AV","per mil","-29.9","0"
"PARTNERS","Kolyma","2005-09-29","","POC-14C","AV","per mil","-493","0"
"PARTNERS","Kolyma","2005-09-29","","POC-fm","AV","NA","0.511","0"
"PARTNERS","Kolyma","2005-09-29","","SiO2","AV","mg/L","6.3","0"
"PARTNERS","Kolyma","2005-09-29","","SO4","AV","mg/L as S","4.4","0"
"PARTNERS","Kolyma","2005-09-29","","TDN","AV","mg/L","0.21","0"
"PARTNERS","Kolyma","2005-09-29","","Temperature","AV","deg C","4.1","0"
"PARTNERS","Kolyma","2005-09-29","","TSS","AV","mg/L","10","0"
"PARTNERS","Kolyma","2006-07-24","","Alkalinity","AV","mg CaCO3/L","23.2","0"
"PARTNERS","Kolyma","2006-07-24","","Ca","AV","mg/L","11.4","0"
"PARTNERS","Kolyma","2006-07-24","","Cl","AV","mg/L","0.3","0"
"PARTNERS","Kolyma","2006-07-24","","Discharge","AV","m3/sec","4890","0"
"PARTNERS","Kolyma","2006-07-24","","DOC","AV","mg/L","8.7","0"
"PARTNERS","Kolyma","2006-07-24","","H2O-18O","AV","per mil","-21.4","0"
"PARTNERS","Kolyma","2006-07-24","","H2O-2H","AV","per mil","-166","0"
"PARTNERS","Kolyma","2006-07-24","","K","AV","mg/L","0.5","0"
"PARTNERS","Kolyma","2006-07-24","","Mg","AV","mg/L","2.5","0"
"PARTNERS","Kolyma","2006-07-24","","Na","AV","mg/L","1.6","0"
"PARTNERS","Kolyma","2006-07-24","","NH4","AV","ug/L as N","0","0"
"PARTNERS","Kolyma","2006-07-24","","NO3","AV","ug/L as N","141","0"
"PARTNERS","Kolyma","2006-07-24","","pH","AV","std units","6.9","0"
"PARTNERS","Kolyma","2006-07-24","","PN","AV","ug/L","52","0"
"PARTNERS","Kolyma","2006-07-24","","PN-15N","AV","per mil","3.2","0"
"PARTNERS","Kolyma","2006-07-24","","POC","AV","mg/L","0.37","0"
"PARTNERS","Kolyma","2006-07-24","","POC-13C","AV","per mil","-31.8","0"
"PARTNERS","Kolyma","2006-07-24","","POC-14C","AV","per mil","-391","0"
"PARTNERS","Kolyma","2006-07-24","","POC-fm","AV","NA","0.606","0"
"PARTNERS","Kolyma","2006-07-24","","SiO2","AV","mg/L","5.2","0"
"PARTNERS","Kolyma","2006-07-24","","SO4","AV","mg/L as S","3.2","0"
"PARTNERS","Kolyma","2006-07-24","","TDN","AV","mg/L","0.16","0"
"PARTNERS","Kolyma","2006-07-24","","Temperature","AV","deg C","12.1","0"
"PARTNERS","Kolyma","2006-07-24","","TSS","AV","mg/L","11.1","0"
"PARTNERS","Kolyma","2006-11-20","","Alkalinity","AV","mg CaCO3/L","28","0"
"PARTNERS","Kolyma","2006-11-20","","Ca","AV","mg/L","14.8","0"
"PARTNERS","Kolyma","2006-11-20","","Cl","AV","mg/L","0.5","0"
"PARTNERS","Kolyma","2006-11-20","","Discharge","AV","m3/sec","1120","0"
"PARTNERS","Kolyma","2006-11-20","","DOC","AV","mg/L","7.2","0"
"PARTNERS","Kolyma","2006-11-20","","H2O-18O","AV","per mil","-20.7","0"
"PARTNERS","Kolyma","2006-11-20","","H2O-2H","AV","per mil","-161","0"
"PARTNERS","Kolyma","2006-11-20","","K","AV","mg/L","0.59","0"
"PARTNERS","Kolyma","2006-11-20","","Mg","AV","mg/L","3.4","0"
"PARTNERS","Kolyma","2006-11-20","","Na","AV","mg/L","2.2","0"
"PARTNERS","Kolyma","2006-11-20","","NH4","AV","ug/L as N","18","0"
"PARTNERS","Kolyma","2006-11-20","","NO3","AV","ug/L as N","25","0"
"PARTNERS","Kolyma","2006-11-20","","pH","AV","std units","7","0"
"PARTNERS","Kolyma","2006-11-20","","PN","AV","ug/L","13","0"
"PARTNERS","Kolyma","2006-11-20","","PN-15N","AV","per mil","1.7","0"
"PARTNERS","Kolyma","2006-11-20","","POC","AV","mg/L","0.08","0"
"PARTNERS","Kolyma","2006-11-20","","POC-13C","AV","per mil","-35.1","0"
"PARTNERS","Kolyma","2006-11-20","","POC-14C","AV","per mil","-168","0"
"PARTNERS","Kolyma","2006-11-20","","POC-fm","AV","NA","0.827","0"
"PARTNERS","Kolyma","2006-11-20","","SiO2","AV","mg/L","7.2","0"
"PARTNERS","Kolyma","2006-11-20","","SO4","AV","mg/L as S","6.3","0"
"PARTNERS","Kolyma","2006-11-20","","TDN","AV","mg/L","0.18","0"
"PARTNERS","Kolyma","2006-11-20","","Temperature","AV","deg C","0","0"
"PARTNERS","Kolyma","2006-11-20","","TSS","AV","mg/L","0.4","0"
"ArcticGRO I","Kolyma","2009-06-05","","A254","AV","A","0.359","0"
"ArcticGRO I","Kolyma","2009-06-05","","A375","AV","A","0.063","0"
"ArcticGRO I","Kolyma","2009-06-05","","A412","AV","A","0.034","0"
"ArcticGRO I","Kolyma","2009-06-05","","A420","AV","A","0.03","0"
"ArcticGRO I","Kolyma","2009-06-05","","A440","AV","A","0.022","0"
"ArcticGRO I","Kolyma","2009-06-05","","Alkalinity","AV","mg CaCO3/L","18.9","0"
"ArcticGRO I","Kolyma","2009-06-05","","As","AV","ug/L","0.4","0"
"ArcticGRO I","Kolyma","2009-06-05","","Ba","AV","ug/L","8","0"
"ArcticGRO I","Kolyma","2009-06-05","","Ca","AV","mg/L","9.2","0"
"ArcticGRO I","Kolyma","2009-06-05","","Cl","AV","mg/L","0.5","0"
"ArcticGRO I","Kolyma","2009-06-05","","Discharge","PV","m3/sec","12800","0"
"ArcticGRO I","Kolyma","2009-06-05","","DOC","AV","mg/L","10.7","0"
"ArcticGRO I","Kolyma","2009-06-05","","DOC-13C","AV","per mil","-27.6","0"
"ArcticGRO I","Kolyma","2009-06-05","","DOC-14C","AV","per mil","63.2","0"
"ArcticGRO I","Kolyma","2009-06-05","","DOC-fm","AV","NA","1.071","0"
"ArcticGRO I","Kolyma","2009-06-05","","F","AV","ug/L","41.8","0"
"ArcticGRO I","Kolyma","2009-06-05","","H2O-18O","AV","per mil","-23.6","0"
"ArcticGRO I","Kolyma","2009-06-05","","H2O-2H","AV","per mil","-181","0"
"ArcticGRO I","Kolyma","2009-06-05","","K","AV","mg/L","0.66","0"
"ArcticGRO I","Kolyma","2009-06-05","","Li","AV","ug/L","0.32","0"
"ArcticGRO I","Kolyma","2009-06-05","","Mg","AV","mg/L","1.92","0"
"ArcticGRO I","Kolyma","2009-06-05","","Na","AV","mg/L","1.34","0"
"ArcticGRO I","Kolyma","2009-06-05","","NH4","AV","ug/L as N","3","0"
"ArcticGRO I","Kolyma","2009-06-05","","NO3","AV","ug/L as N","32","0"
"ArcticGRO I","Kolyma","2009-06-05","","pH","AV","std units","7.7","0"
"ArcticGRO I","Kolyma","2009-06-05","","PN","AV","ug/L","125","0"
"ArcticGRO I","Kolyma","2009-06-05","","PN-15N","AV","per mil","1.3","0"
"ArcticGRO I","Kolyma","2009-06-05","","POC","AV","mg/L","1.17","0"
"ArcticGRO I","Kolyma","2009-06-05","","POC-13C","AV","per mil","-27.4","0"
"ArcticGRO I","Kolyma","2009-06-05","","POC-14C","AV","per mil","-365","0"
"ArcticGRO I","Kolyma","2009-06-05","","POC-fm","AV","NA","0.64","0"
"ArcticGRO I","Kolyma","2009-06-05","","Rb","AV","ug/L","0.38","0"
"ArcticGRO I","Kolyma","2009-06-05","","SiO2","AV","mg/L","3.4","0"
"ArcticGRO I","Kolyma","2009-06-05","","SO4","AV","mg/L as S","2.8","0"
"ArcticGRO I","Kolyma","2009-06-05","","Sr","AV","ug/L","45","0"
"ArcticGRO I","Kolyma","2009-06-05","","TDN","AV","mg/L","0.4","0"
"ArcticGRO I","Kolyma","2009-06-05","","Temperature","AV","deg C","7.5","0"
"ArcticGRO I","Kolyma","2009-06-05","","TSS","AV","mg/L","77.6","0"
"ArcticGRO I","Kolyma","2009-06-05","","U","AV","ug/L","0.05","0"
"ArcticGRO I","Kolyma","2009-06-12","","A254","AV","A","0.291","0"
"ArcticGRO I","Kolyma","2009-06-12","","A375","AV","A","0.053","0"
"ArcticGRO I","Kolyma","2009-06-12","","A412","AV","A","0.029","0"
"ArcticGRO I","Kolyma","2009-06-12","","A420","AV","A","0.025","0"
"ArcticGRO I","Kolyma","2009-06-12","","A440","AV","A","0.018","0"
"ArcticGRO I","Kolyma","2009-06-12","","Alkalinity","AV","mg CaCO3/L","22.4","0"
"ArcticGRO I","Kolyma","2009-06-12","","As","AV","ug/L","0.3","0"
"ArcticGRO I","Kolyma","2009-06-12","","Ba","AV","ug/L","9","0"
"ArcticGRO I","Kolyma","2009-06-12","","Ca","AV","mg/L","10.5","0"
"ArcticGRO I","Kolyma","2009-06-12","","Cl","AV","mg/L","0.2","0"
"ArcticGRO I","Kolyma","2009-06-12","","Discharge","PV","m3/sec","11100","0"
"ArcticGRO I","Kolyma","2009-06-12","","DOC","AV","mg/L","9.1","0"
"ArcticGRO I","Kolyma","2009-06-12","","DOC-13C","AV","per mil","-27.7","0"
"ArcticGRO I","Kolyma","2009-06-12","","DOC-14C","AV","per mil","72.8","0"
"ArcticGRO I","Kolyma","2009-06-12","","DOC-fm","AV","NA","1.081","0"
"ArcticGRO I","Kolyma","2009-06-12","","F","AV","ug/L","19.6","0"
"ArcticGRO I","Kolyma","2009-06-12","","H2O-18O","AV","per mil","-23.4","0"
"ArcticGRO I","Kolyma","2009-06-12","","H2O-2H","AV","per mil","-178","0"
"ArcticGRO I","Kolyma","2009-06-12","","K","AV","mg/L","0.67","0"
"ArcticGRO I","Kolyma","2009-06-12","","Li","AV","ug/L","0.35","0"
"ArcticGRO I","Kolyma","2009-06-12","","Mg","AV","mg/L","2.08","0"
"ArcticGRO I","Kolyma","2009-06-12","","Na","AV","mg/L","1.33","0"
"ArcticGRO I","Kolyma","2009-06-12","","NH4","AV","ug/L as N","7","0"
"ArcticGRO I","Kolyma","2009-06-12","","NO3","AV","ug/L as N","25","0"
"ArcticGRO I","Kolyma","2009-06-12","","pH","AV","std units","7.7","0"
"ArcticGRO I","Kolyma","2009-06-12","","PN","AV","ug/L","93","0"
"ArcticGRO I","Kolyma","2009-06-12","","PN-15N","AV","per mil","5.3","0"
"ArcticGRO I","Kolyma","2009-06-12","","POC","AV","mg/L","1.01","0"
"ArcticGRO I","Kolyma","2009-06-12","","POC-13C","AV","per mil","-27.3","0"
"ArcticGRO I","Kolyma","2009-06-12","","POC-14C","AV","per mil","-355","0"
"ArcticGRO I","Kolyma","2009-06-12","","POC-fm","AV","NA","0.65","0"
"ArcticGRO I","Kolyma","2009-06-12","","Rb","AV","ug/L","0.23","0"
"ArcticGRO I","Kolyma","2009-06-12","","SiO2","AV","mg/L","3.9","0"
"ArcticGRO I","Kolyma","2009-06-12","","SO4","AV","mg/L as S","3.1","0"
"ArcticGRO I","Kolyma","2009-06-12","","Sr","AV","ug/L","53","0"
"ArcticGRO I","Kolyma","2009-06-12","","TDN","AV","mg/L","0.31","0"
"ArcticGRO I","Kolyma","2009-06-12","","Temperature","AV","deg C","11.8","0"
"ArcticGRO I","Kolyma","2009-06-12","","TSS","AV","mg/L","70.4","0"
"ArcticGRO I","Kolyma","2009-06-12","","U","AV","ug/L","0.05","0"
"ArcticGRO I","Kolyma","2009-06-21","","A254","AV","A","0.164","0"
"ArcticGRO I","Kolyma","2009-06-21","","A375","AV","A","0.026","0"
"ArcticGRO I","Kolyma","2009-06-21","","A412","AV","A","0.013","0"
"ArcticGRO I","Kolyma","2009-06-21","","A420","AV","A","0.011","0"
"ArcticGRO I","Kolyma","2009-06-21","","A440","AV","A","0.008","0"
"ArcticGRO I","Kolyma","2009-06-21","","Alkalinity","AV","mg CaCO3/L","22.9","0"
"ArcticGRO I","Kolyma","2009-06-21","","As","AV","ug/L","0.24","0"
"ArcticGRO I","Kolyma","2009-06-21","","Ba","AV","ug/L","8","0"
"ArcticGRO I","Kolyma","2009-06-21","","Ca","AV","mg/L","10","0"
"ArcticGRO I","Kolyma","2009-06-21","","Cl","AV","mg/L","0.3","0"
"ArcticGRO I","Kolyma","2009-06-21","","Discharge","PV","m3/sec","8270","0"
"ArcticGRO I","Kolyma","2009-06-21","","DOC","AV","mg/L","5.5","0"
"ArcticGRO I","Kolyma","2009-06-21","","DOC-13C","AV","per mil","-27.6","0"
"ArcticGRO I","Kolyma","2009-06-21","","DOC-14C","AV","per mil","37.5","0"
"ArcticGRO I","Kolyma","2009-06-21","","DOC-fm","AV","NA","1.045","0"
"ArcticGRO I","Kolyma","2009-06-21","","F","AV","ug/L","50","0"
"ArcticGRO I","Kolyma","2009-06-21","","H2O-18O","AV","per mil","-22.6","0"
"ArcticGRO I","Kolyma","2009-06-21","","H2O-2H","AV","per mil","-172","0"
"ArcticGRO I","Kolyma","2009-06-21","","K","AV","mg/L","0.56","0"
"ArcticGRO I","Kolyma","2009-06-21","","Li","AV","ug/L","0.39","0"
"ArcticGRO I","Kolyma","2009-06-21","","Mg","AV","mg/L","2.08","0"
"ArcticGRO I","Kolyma","2009-06-21","","Na","AV","mg/L","1.49","0"
"ArcticGRO I","Kolyma","2009-06-21","","NH4","AV","ug/L as N","6","0"
"ArcticGRO I","Kolyma","2009-06-21","","NO3","AV","ug/L as N","27","0"
"ArcticGRO I","Kolyma","2009-06-21","","pH","AV","std units","7.9","0"
"ArcticGRO I","Kolyma","2009-06-21","","PN","AV","ug/L","58","0"
"ArcticGRO I","Kolyma","2009-06-21","","PN-15N","AV","per mil","2.3","0"
"ArcticGRO I","Kolyma","2009-06-21","","POC","AV","mg/L","0.72","0"
"ArcticGRO I","Kolyma","2009-06-21","","POC-13C","AV","per mil","-28","0"
"ArcticGRO I","Kolyma","2009-06-21","","POC-14C","AV","per mil","-355","0"
"ArcticGRO I","Kolyma","2009-06-21","","POC-fm","AV","NA","0.649","0"
"ArcticGRO I","Kolyma","2009-06-21","","Rb","AV","ug/L","0.23","0"
"ArcticGRO I","Kolyma","2009-06-21","","SiO2","AV","mg/L","4","0"
"ArcticGRO I","Kolyma","2009-06-21","","SO4","AV","mg/L as S","3.8","0"
"ArcticGRO I","Kolyma","2009-06-21","","Sr","AV","ug/L","53","0"
"ArcticGRO I","Kolyma","2009-06-21","","TDN","AV","mg/L","0.25","0"
"ArcticGRO I","Kolyma","2009-06-21","","Temperature","AV","deg C","11","0"
"ArcticGRO I","Kolyma","2009-06-21","","TSS","AV","mg/L","31.4","0"
"ArcticGRO I","Kolyma","2009-06-21","","U","AV","ug/L","0.03","0"
"ArcticGRO I","Kolyma","2009-09-09","","A254","AV","A","0.095","0"
"ArcticGRO I","Kolyma","2009-09-09","","A375","AV","A","0.015","0"
"ArcticGRO I","Kolyma","2009-09-09","","A412","AV","A","0.007","0"
"ArcticGRO I","Kolyma","2009-09-09","","A420","AV","A","0.006","0"
"ArcticGRO I","Kolyma","2009-09-09","","A440","AV","A","0.004","0"
"ArcticGRO I","Kolyma","2009-09-09","","Alkalinity","AV","mg CaCO3/L","19.8","0"
"ArcticGRO I","Kolyma","2009-09-09","","As","AV","ug/L","0.21","0"
"ArcticGRO I","Kolyma","2009-09-09","","Ba","AV","ug/L","11","0"
"ArcticGRO I","Kolyma","2009-09-09","","Ca","AV","mg/L","12.2","0"
"ArcticGRO I","Kolyma","2009-09-09","","Cl","AV","mg/L","0.1","0"
"ArcticGRO I","Kolyma","2009-09-09","","Discharge","PV","m3/sec","8390","0"
"ArcticGRO I","Kolyma","2009-09-09","","DOC","AV","mg/L","3.9","0"
"ArcticGRO I","Kolyma","2009-09-09","","F","AV","ug/L","17.7","0"
"ArcticGRO I","Kolyma","2009-09-09","","H2O-18O","AV","per mil","-20.3","0"
"ArcticGRO I","Kolyma","2009-09-09","","H2O-2H","AV","per mil","-153","0"
"ArcticGRO I","Kolyma","2009-09-09","","K","AV","mg/L","0.64","0"
"ArcticGRO I","Kolyma","2009-09-09","","Li","AV","ug/L","0.33","0"
"ArcticGRO I","Kolyma","2009-09-09","","Mg","AV","mg/L","2.71","0"
"ArcticGRO I","Kolyma","2009-09-09","","Na","AV","mg/L","2.32","0"
"ArcticGRO I","Kolyma","2009-09-09","","NH4","AV","ug/L as N","9","0"
"ArcticGRO I","Kolyma","2009-09-09","","NO3","AV","ug/L as N","36","0"
"ArcticGRO I","Kolyma","2009-09-09","","pH","AV","std units","7.3","0"
"ArcticGRO I","Kolyma","2009-09-09","","PN","AV","ug/L","91","0"
"ArcticGRO I","Kolyma","2009-09-09","","PN-15N","AV","per mil","4.6","0"
"ArcticGRO I","Kolyma","2009-09-09","","POC","AV","mg/L","0.84","0"
"ArcticGRO I","Kolyma","2009-09-09","","POC-13C","AV","per mil","-27.4","0"
"ArcticGRO I","Kolyma","2009-09-09","","POC-14C","AV","per mil","-422","0"
"ArcticGRO I","Kolyma","2009-09-09","","POC-fm","AV","NA","0.582","0"
"ArcticGRO I","Kolyma","2009-09-09","","Rb","AV","ug/L","0.25","0"
"ArcticGRO I","Kolyma","2009-09-09","","SiO2","AV","mg/L","4.8","0"
"ArcticGRO I","Kolyma","2009-09-09","","Sr","AV","ug/L","77","0"
"ArcticGRO I","Kolyma","2009-09-09","","TDN","AV","mg/L","0.19","0"
"ArcticGRO I","Kolyma","2009-09-09","","Temperature","AV","deg C","7.6","0"
"ArcticGRO I","Kolyma","2009-09-09","","TSS","AV","mg/L","115.1","0"
"ArcticGRO I","Kolyma","2009-09-09","","U","AV","ug/L","0.02","0"
"ArcticGRO I","Kolyma","2009-11-08","","A254","AV","A","0.051","0"
"ArcticGRO I","Kolyma","2009-11-08","","A375","AV","A","0.006","0"
"ArcticGRO I","Kolyma","2009-11-08","","A412","AV","A","0.003","0"
"ArcticGRO I","Kolyma","2009-11-08","","A420","AV","A","0.002","0"
"ArcticGRO I","Kolyma","2009-11-08","","A440","AV","A","0.002","0"
"ArcticGRO I","Kolyma","2009-11-08","","Alkalinity","AV","mg CaCO3/L","28.8","0"
"ArcticGRO I","Kolyma","2009-11-08","","As","AV","ug/L","0.2","0"
"ArcticGRO I","Kolyma","2009-11-08","","Ba","AV","ug/L","11","0"
"ArcticGRO I","Kolyma","2009-11-08","","Ca","AV","mg/L","15.9","0"
"ArcticGRO I","Kolyma","2009-11-08","","Cl","AV","mg/L","0.4","0"
"ArcticGRO I","Kolyma","2009-11-08","","DOC","AV","mg/L","2.6","0"
"ArcticGRO I","Kolyma","2009-11-08","","DOC-13C","AV","per mil","-26.8","0"
"ArcticGRO I","Kolyma","2009-11-08","","DOC-14C","AV","per mil","-21.6","0"
"ArcticGRO I","Kolyma","2009-11-08","","DOC-fm","AV","NA","0.985","0"
"ArcticGRO I","Kolyma","2009-11-08","","F","AV","ug/L","53.8","0"
"ArcticGRO I","Kolyma","2009-11-08","","H2O-18O","AV","per mil","-20.9","0"
"ArcticGRO I","Kolyma","2009-11-08","","H2O-2H","AV","per mil","-156","0"
"ArcticGRO I","Kolyma","2009-11-08","","K","AV","mg/L","0.56","0"
"ArcticGRO I","Kolyma","2009-11-08","","Li","AV","ug/L","0.53","0"
"ArcticGRO I","Kolyma","2009-11-08","","Mg","AV","mg/L","3.63","0"
"ArcticGRO I","Kolyma","2009-11-08","","Na","AV","mg/L","2.41","0"
"ArcticGRO I","Kolyma","2009-11-08","","NH4","AV","ug/L as N","5","0"
"ArcticGRO I","Kolyma","2009-11-08","","NO3","AV","ug/L as N","55","0"
"ArcticGRO I","Kolyma","2009-11-08","","pH","AV","std units","6.8","0"
"ArcticGRO I","Kolyma","2009-11-08","","PN","AV","ug/L","27","0"
"ArcticGRO I","Kolyma","2009-11-08","","PN-15N","AV","per mil","7.8","0"
"ArcticGRO I","Kolyma","2009-11-08","","POC","AV","mg/L","0.2","0"
"ArcticGRO I","Kolyma","2009-11-08","","POC-13C","AV","per mil","-35.5","0"
"ArcticGRO I","Kolyma","2009-11-08","","POC-14C","AV","per mil","-196","0"
"ArcticGRO I","Kolyma","2009-11-08","","POC-fm","AV","NA","0.81","0"
"ArcticGRO I","Kolyma","2009-11-08","","Rb","AV","ug/L","0.24","0"
"ArcticGRO I","Kolyma","2009-11-08","","SiO2","AV","mg/L","6.5","0"
